frame_code,seat_tube,seat_angle,top_tube,head_tube,head_angle,wheel_base,rear_senter,bb_drop,stack,reach,maker_url,created_datetime,updated_datetime

GIANT_TCRADVANCEDSLDISC_2022_M,470.00,73.50,550.00,145.00,73.00,980.00,405.00,69.50,545.00,383.00,None
GIANT_TCRADVANCEDSLDISC_2022_ML,500.00,73.00,565.00,165.00,73.00,991.00,405.00,67.00,562.00,393.00,None
GIANT_TCRADVANCEDSLDISC_2022_S,445.00,74.00,535.00,130.00,72.30,977.00,405.00,69.50,528.00,383.00,https://www.giant.co.jp/giant22/bike_datail.php?p_id=00000004
GIANT_TCRADVANCEDSLDISC_2022_XS,425.00,74.50,520.00,120.00,71.00,976.00,405.00,72.00,517.00,376.00,None
Specialized_S-WorksTarmacSL7_2022_44,435.00,75.50,496.00,93.00,70.50,970.00,410.00,74.00,491.00,369.00,None
Specialized_S-WorksTarmacSL7_2022_49,447.00,75.50,509.00,102.00,71.75,973.00,410.00,74.00,504.00,378.00,None
Specialized_S-WorksTarmacSL7_2022_52,458.00,74.00,531.00,113.00,72.50,975.00,410.00,74.00,517.00,383.00,None
Specialized_S-WorksTarmacSL7_2022_54,475.00,74.00,541.00,131.00,73.00,978.00,410.00,72.00,534.00,387.00,None
Specialized_S-WorksTarmacSL7_2022_58,517.00,73.50,577.00,178.00,73.50,1006.00,410.00,72.00,581.00,405.00,None
